Timestamp;PredictedSteeringAngle;ActualSteeringAngle
1584543153924685;0.176123;0
1584543154024633;0.176123;0.0749791
1584543154125140;0.176123;0.0749791
1584543154226883;0.176123;0.0749791
1584543154324615;0.176123;0.0659773
1584543154427245;0.176123;0.0659773
1584543154524661;0.0232475;0.0659773
1584543154625490;0.0232475;0.0659773
1584543154726542;0.0232475;0.0659773
1584543154824699;0.0232475;0.0659773
1584543154924791;0.0232475;0.0659773
1584543155024622;0.0227902;0.0659773
1584543155124660;0.0220278;0.0659773
1584543155230154;0.0198919;0.0659773
1584543155424526;0.0110267;0.0239958
1584543155524320;0.00490226;-0
1584543155625483;0.000306414;-0
1584543155726937;-0.00183847;-0
1584543155824256;-0.00183847;-0
1584543155924467;-0.00245127;-0
1584543156027088;-0.00367682;-0
1584543156124496;0;-0
1584543156226583;0;-0
1584543156324612;-0.0598275;-0
1584543156425245;-0.00474908;-0
1584543156524355;-0.00582125;-0
1584543156624896;-0.00719956;-0
1584543156726057;-0.00903688;-0
1584543156827240;-0.00980227;-0
1584543156924110;-0.0308543;-0
1584543157024046;-0.0137803;-0
1584543157124190;-0.0136274;-0
1584543157225964;-0.0171432;-0
1584543157323968;-0.0205024;-0
1584543157424131;-0.0240095;-0
1584543157523936;-0.0284234;-0
1584543157624792;-0.0552263;-0
1584543157726186;-0.0313097;-0
1584543157823950;-0.0714395;-0
1584543157923955;-0.0695407;-0
1584543158024150;-0.0676369;-0
1584543158123962;-0.0655814;-0.0329798
1584543158225965;-0.0630782;-0.0809625
1584543158324029;-0.0916934;-0.0809625
1584543158423960;-0.0863001;-0.0809625
1584543158523887;-0.0769612;-0.0809625
1584543158625049;-0.0649931;-0.0809625
1584543158725863;0;-0.0809625
1584543158823937;0;-0.0809625
1584543158923935;-0.0696869;-0.0809625
1584543159023732;-0.0543331;-0.0809625
1584543159123900;-0.0916934;-0.0809625
1584543159226086;-0.0824377;-0.0809625
1584543159323608;-0.0717312;-0.0779708
1584543159424094;-0.104257;-0.0809625
1584543159523941;-0.136539;-0.0809625
1584543159624597;-0.0914109;-0.0899643
1584543159725498;-0.0838711;-0.0899643
1584543159823916;-0.0752223;-0.0929649
1584543159923893;-0.121708;-0.0989571
1584543160023702;-0.117309;-0.0989571
1584543160123880;-0.111916;-0.113951
1584543160225528;-0.105221;-0.152941
1584543160323703;-0.155161;-0.155942
1584543160426724;-0.149315;-0.167935
1584543160523644;-0.14085;-0.218918
1584543160624063;-0.131012;-0.248906
1584543160726031;-0.119047;-0.245906
1584543160823369;0;-0.215918
1584543160923305;-0.128153;-0.179929
1584543161023901;-0.0943709;-0.182929
1584543161123679;-0.101492;-0.170936
1584543161230099;-0.0874397;-0.0929649
1584543161324087;-0.061011;-0
1584543161423220;-0.0302469;-0
1584543161523282;-0.00612756;-0
1584543161624367;0;0.0749791
