Timestamp;PredictedSteeringAngle;ActualSteeringAngle
1584542922469611;0.0827247;0.0329887
1584542922570310;0.0326751;0.0120023
1584542922673526;0.0334332;-0
1584542922772536;0.0235523;-0
1584542922870085;0.00337044;-0
1584542922970465;0.0736244;-0
1584542923069747;0.0704177;0.0239958
1584542923170115;0.066463;0.0239958
1584542923271908;0.0616022;0.0239958
1584542923369354;0.103291;0.0239958
1584542923473537;0.104257;0.0929737
1584542923570308;0.104946;0.0899731
1584542923669952;0.146847;0.0689779
1584542923771600;0.148946;0.0689779
1584542923869239;0.145607;0.098966
1584542923969427;0;0.098966
1584542924069367;0;0.182938
1584542924169237;0.0444554;0.212926
1584542924271417;0.172166;0.290888
1584542924369480;0;0.290888
1584542924469245;0;0.290888
1584542924569196;0.152251;0.290888
1584542924670209;0.133722;0.290888
1584542924771130;0.113136;0.242914
1584542924869078;0;-0
1584542924969589;0;-0
1584542925069036;0;-0
1584542925169519;0.0638152;-0
1584542925271227;0;-0.053975
1584542925369196;0.016532;-0
1584542925468938;0.0338879;0.188939
1584542925569118;0;-0
1584542925669569;0.0922582;-0
1584542925869316;0.0737698;0.0120023
1584542925968943;0;-0
1584542926068990;0;-0
1584542926169059;0;-0
1584542926270718;0;-0
1584542926368838;0;-0
1584542926469005;-0.0417462;-0
1584542926571959;-0.0363105;-0
1584542926670037;-0.0314614;-0
1584542926771407;-0.0229427;0.0629856
1584542926868645;-0.0150036;0.290888
1584542926968618;-0.00582125;-0
1584542927068824;-0.00949613;-0
1584542927168582;-0.0373692;-0
1584542927270557;-0.0501539;-0
1584542927368744;-0.0238571;-0
1584542927468511;-0.0290314;-0
1584542927568478;-0.0344939;-0.0269875
1584542927669321;-0.0376715;-0.290888
1584542927770482;-0.0408418;-0
1584542927868508;-0.0531408;-0
1584542927968628;0;-0
1584542928068383;0.0843004;0.0479916
1584542928168365;0.0854439;0.221928
1584542928270649;0.0857294;0.125962
1584542928368589;0.0799935;0.00600117
1584542928468353;0;0.233921
1584542928568496;0;0.206934
1584542928668987;0.0805694;0.197932
1584542928770387;0;0.164943
1584542928868447;0.0872974;0.164943
1584542928968524;0.0583458;0.140956
1584542929068242;0;0.0749791
1584542929168373;0.0354025;0.0150029
1584542929270720;0.0564159;-0
1584542929368241;0.0561187;-0
1584542929468408;0.037218;-0
1584542929568176;0.0198919;-0
1584542929668918;0.0363105;-0
1584542929770711;0.0936676;0.0899731
1584542929868279;0;0.185939
1584542929968143;0.094652;0.206934
1584542930068226;0.0549287;0.173945
1584542930168193;0.0617499;0.0539839
1584542930270247;0.0405402;-0
1584542930368209;-0.0278152;-0
1584542930468026;-0.0723143;-0
1584542930568108;-0.0726056;-0
1584542930668783;-0.101908;-0.239914
1584542930770086;-0.103843;-0
1584542930867886;-0.105221;-0
1584542930968044;-0.0960551;-0
1584542931067838;-0.0872974;-0.137947
1584542931167829;-0.123824;-0
1584542931270113;-0.123955;-0
1584542931367890;-0.117711;-0.152941
1584542931467762;-0.115025;-0
1584542931568052;-0.115564;-0
1584542931668399;-0.128283;-0.290888
1584542931769814;-0.124351;-0.290888
1584542931868154;-0.12356;-0.290888
1584542931967822;-0.116907;-0
1584542932067654;-0.103015;-0
1584542932167939;-0.0850153;-0.014994
1584542932269889;-0.089854;-0.290888
1584542932367682;-0.0881508;-0
1584542932467890;-0.0850153;-0
1584542932567630;-0.077829;-0.104958
1584542932668291;-0.0632257;-0.0989571
1584542932769855;-0.0661692;-0
1584542932867646;-0.0546309;-0
1584542932967485;-0.0483576;-0
1584542933067674;-0.0540352;-0.0599762
1584542933167631;0.0639626;-0
1584542933269606;0.0540352;-0
1584542933367577;0.0621929;-0
1584542933467397;0.0624881;0.0120023
1584542933567486;0.061011;0.290888
1584542933668186;0.117711;0.290888
1584542933769426;0.119847;-0
1584542933867690;0.114891;-0
1584542933968358;0.103567;0.290888
1584542934067248;0.0966154;0.290888
1584542934167357;0.0973148;0.257917
1584542934269825;0.0935268;-0
1584542934368068;0.124877;0.272911
1584542934467313;0.109195;0.290888
