Timestamp;PredictedSteeringAngle;ActualSteeringAngle
1584542920969813;0;-0
1584542903173470;0.0120703;-0
1584542903275335;0.0120703;-0
1584542903373892;0.0120703;-0
1584542903775273;0.0120703;-0
1584542903873423;0.0120703;-0
1584542903973577;0.0127734;-0
1584542904073153;0.0139453;-0
1584542904173174;0.0179297;-0
1584542904275508;0.020625;-0
1584542904373184;0.0157031;-0
1584542904475625;0.0612891;-0
1584542904573379;0.0677344;-0
1584542904673871;0.0731402;0.0719785
1584542904775115;0.0752542;0.0719785
1584542904873158;0.0757243;0.0719785
1584542904978991;0.0717638;0.0719785
1584542905073144;0.0666381;0.0719785
1584542905173099;0.0609989;0.0719785
1584542905279460;0.0540571;0.0719785
1584542905376973;0;0.0749791
1584542905473325;0.0918417;0.149949
1584542905572814;0.0951381;0.149949
1584542905673642;0.0833301;0.131955
1584542905775478;0;0.0929737
1584542905872995;0.0632174;0.0659773
1584542905972813;0;0.0599851
1584542906072914;0.0530984;0.0569845
1584542906175966;0.00656977;0.0569845
1584542906275501;0.0305096;0.0749791
1584542906373155;0.0189884;0.0749791
1584542906472786;0.0657352;0.0779797
1584542906572935;0.0694233;0.0779797
1584542906673772;0.0601938;0.0779797
1584542906774913;0.0456124;0.0779797
1584542906872686;0.0290974;0.101967
1584542906972834;0.0836976;0.11396
1584542907072776;0.0959761;0.110968
1584542907172555;0.0934253;0.11396
1584542907274935;0.0860975;0.110968
1584542907372737;0.0753679;0.110968
1584542907472599;0.0616491;0.110968
1584542907573295;0.0440803;0.110968
1584542907676450;0.0217471;0.110968
1584542907775069;0.00269531;-0
1584542907872893;-0.0174609;-0
1584542907972860;-0.0406641;-0
1584542908072412;-0.036423;-0
1584542908172598;-0.0325258;-0.113951
1584542908275075;-0.0279113;-0
1584542908372625;-0.0637691;-0.0179858
1584542908472654;-0.0630421;-0.0509744
1584542908572519;-0.0559333;-0
1584542908673095;-0.0954726;-0
1584542908774540;-0.102084;-0
1584542908873035;-0.102427;-0.0899643
1584542908972983;-0.101218;-0.143948
1584542909072821;-0.100199;-0.18593
1584542909172487;-0.0897209;-0.179929
1584542909275191;-0.101671;-0.0899643
1584542909372678;-0.0852409;-0
1584542909472096;-0.054718;-0
1584542909572446;-0.0309375;-0
1584542909672895;-0.0251953;-0
1584542909774217;-0.0216797;-0
1584542909871989;-0.0182813;-0.0239869
1584542909972127;-0.015;-0.14694
1584542910071965;-0.0319922;-0
1584542910171937;-0.0110156;-0
1584542910274253;0.01425;-0
1584542910371900;0.0434859;-0
1584542910471906;0.0489755;0.146949
1584542910572090;0.0489817;-0
1584542910672539;0.029132;-0
1584542910773997;0.0705912;-0
1584542910872002;0.0804039;0.161943
1584542910971908;0.0805587;0.143957
1584542911072029;0.064527;0.0929737
1584542911171945;0.0285456;0.0569845
1584542911277650;0.0590949;0.0269964
1584542911372417;0.0515625;0.0179946
1584542911471938;0.0453516;0.0120023
1584542911571664;0.0282644;0.0599851
1584542911672751;0;0.0809714
1584542911774742;0;0.0899731
1584542911871626;0;0.206934
1584542911971804;0.0410211;0.236922
1584542912074268;0;0.242914
1584542912171933;0;0.0959743
1584542912273797;0;0.0179946
1584542912371724;-0.00399327;-0
1584542912471506;-0.0257813;0.0120023
1584542912571466;-0.0297516;0.0509833
1584542912672387;-0.0237891;0.0509833
1584542912773661;0.0157031;0.00300058
1584542912871571;0.00691406;0.0239958
1584542912971582;-0.00046875;0.029997
1584542913071420;-0.00585938;0.0120023
1584542913171331;0.0508594;-0
1584542913273678;0.0475207;-0
1584542913371675;0.0389722;-0
1584542913471300;0.0277124;0.131955
1584542913573831;0.0907797;0.251916
1584542913673214;0.103958;0.290888
1584542913773930;0.0860908;0.290888
1584542913871575;0.113215;0.185939
1584542913971284;0.096579;-0
1584542914071197;0.0370313;-0
1584542914171330;0.00375;-0
1584542914273974;0.00730196;-0
1584542914371134;0.0403125;-0
1584542914471366;0.0474492;-0
1584542914571075;0.0420434;0.290888
1584542914671676;0.0208982;0.290888
1584542914773329;0.0161952;-0
1584542914871099;-0.00916878;-0
1584542914971061;-0.0241406;-0.0359804
1584542915071472;-0.0333984;-0
1584542915173995;-0.0382031;-0
1584542915273165;0;-0
1584542915371381;0.00497812;-0
1584542915471166;-0.0155859;-0
1584542915571068;-0.0133594;-0
1584542915672057;-0.0110156;-0
1584542915772789;-0.00820313;-0
1584542915870931;-0.0236086;-0
1584542915973716;-0.000351563;-0
1584542916071023;0.00222656;-0
1584542916170757;0.00503906;-0
1584542916273052;0.00808594;-0
1584542916370899;0.0133594;-0
1584542916470706;-0.00266134;-0
1584542916571108;0.0265426;0.206934
1584542916671419;0.0487569;-0
1584542916776562;0.0672337;-0
1584542916871380;0.0566986;0.260909
1584542916970804;0.0107812;-0.104958
1584542917070592;0.0386309;-0
1584542917171092;0.0341889;-0
1584542917272368;-0.0147656;-0
1584542917370572;0;-0
1584542917470692;0.0872977;-0
1584542917573515;0.0823151;0.203933
1584542917671308;0.0827891;0.200933
1584542917772220;0.0849;0.185939
1584542917870667;0.0640411;0.179937
1584542917970513;0.0871506;0.221928
1584542918070763;0.0520835;0.128963
1584542918170583;0;-0
1584542918272671;0;-0
1584542918370765;0.0603977;-0
1584542918470637;0.0422529;-0
1584542918570532;0.0398438;-0
1584542918671191;0;0.203933
1584542918772430;0;0.0929737
1584542918870298;0.0802734;0.0899731
1584542918970452;0.0623438;0.0689779
1584542919073114;0.0404168;0.0239958
1584542919170463;0;-0
1584542919272805;0.00173169;-0
1584542919370145;-0.00375;-0
1584542919470100;-0.00820313;-0
1584542919570261;-0.00996094;-0.0419816
1584542919670736;-0.00160196;-0.0239869
1584542919772076;0;-0
1584542919870191;-0.0305943;-0
1584542919970095;-0.0301044;-0
1584542920070164;-0.00679688;-0
1584542920170335;-0.00363281;-0
1584542920272276;0;-0
1584542920369906;0;-0
1584542920470097;0;0.125962
1584542920569919;0.00357774;-0
1584542920671123;0.0292969;-0
1584542920772256;0.0188672;-0
1584542920869890;0;-0
1584542920969813;0;-0
1584542921069978;-0.0156188;-0
1584542921169774;-0.0166406;-0
1584542921272034;-0.0229688;-0.18593
1584542921369932;-0.0389074;-0
1584542921469732;-0.0149781;-0
1584542921569902;-0.0366251;-0
1584542921670671;0.00152344;-0
1584542921771873;0.00878906;-0
1584542921869708;0.0128906;-0
1584542921969999;0.0180469;-0
1584542922069640;-0.000703125;-0
1584542922169657;0.00690939;0.125962
1584542922272057;0.0455859;0.122962
1584542922369901;0.0553125;0.0749791
1584542922469611;0.0649219;0.0329887
1584542922570310;0.0590402;0.0120023
1584542922673526;0.0258984;-0
1584542922772536;0.000222659;-0
1584542922870085;-0.0183082;-0
1584542922970465;0.0235466;-0
1584542923069747;0.0324937;0.0239958
1584542923170115;0.0307481;0.0239958
1584542923271908;0.0248104;0.0239958
1584542923369354;0.0707712;0.0239958
1584542923473537;0.0857079;0.0929737
1584542923570308;0.0910093;0.0899731
1584542923669952;0.1451;0.0689779
1584542923771600;0.164116;0.0689779
1584542923869239;0.165391;0.098966
1584542923969427;0;0.098966
1584542924069367;0;0.182938
1584542924169237;0.0533907;0.212926
1584542924271417;0.168759;0.290888
1584542924369480;0;0.290888
1584542924469245;0;0.290888
1584542924569196;0.175643;0.290888
1584542924670209;0.153427;0.290888
1584542924771130;0.121169;0.242914
1584542924869078;0;-0
1584542924969589;0;-0
1584542925069036;0;-0
1584542925169519;0.0543975;-0
1584542925271227;0;-0.053975
1584542925369196;0.0456865;-0
1584542925468938;0.0524247;0.188939
1584542925569118;0;-0
1584542925669569;0.0660946;-0
1584542925869316;0.0490315;0.0120023
1584542925968943;0;-0
1584542926068990;0;-0
1584542926169059;0;-0
1584542926270718;0;-0
1584542926368838;0;-0
1584542926469005;0.0127407;-0
1584542926571959;0.00480659;-0
1584542926670037;0.00505135;-0
1584542926771407;0.00971852;0.0629856
1584542926868645;0.0153843;0.290888
1584542926968618;0.0220059;-0
1584542927068824;0.0220237;-0
1584542927168582;-0.0284766;-0
1584542927270557;-0.0163113;-0
1584542927368744;-0.00609375;-0
1584542927468511;-0.0220312;-0
1584542927568478;-0.02625;-0.0269875
1584542927669321;-0.0287109;-0.290888
1584542927770482;-0.0311719;-0
1584542927868508;-0.0192188;-0
1584542927968628;0;-0
1584542928068383;0.0450363;0.0479916
1584542928168365;0.0656254;0.221928
1584542928270649;0.0721302;0.125962
1584542928368589;0.0675191;0.00600117
1584542928468353;0;0.233921
1584542928568496;0;0.206934
1584542928668987;0.0667921;0.197932
1584542928770387;0;0.164943
1584542928868447;0.0742849;0.164943
1584542928968524;0.0438843;0.140956
1584542929068242;0;0.0749791
1584542929168373;0.0216391;0.0150029
1584542929270720;0.0438281;-0
1584542929368241;0.0241406;-0
1584542929468408;0.0183984;-0
1584542929568176;0.0166406;-0
1584542929668918;0.0334406;-0
1584542929770711;0.0739453;0.0899731
1584542929868279;0;0.185939
1584542929968143;0.0866027;0.206934
1584542930068226;0.0649211;0.173945
1584542930168193;0.0464892;0.0539839
1584542930270247;0.0268503;-0
1584542930368209;-0.0157914;-0
1584542930468026;-0.0432347;-0
1584542930568108;-0.0517958;-0
1584542930668783;-0.088161;-0.239914
1584542930770086;-0.101367;-0
1584542930867886;-0.10697;-0
1584542930968044;-0.0978227;-0
1584542931067838;-0.0849066;-0.137947
1584542931167829;-0.124672;-0
1584542931270113;-0.136766;-0
1584542931367890;-0.132683;-0.152941
1584542931467762;-0.128177;-0
1584542931568052;-0.127482;-0
1584542931668399;-0.143023;-0.290888
1584542931769814;-0.142764;-0.290888
1584542931868154;-0.141701;-0.290888
1584542931967822;-0.13318;-0
1584542932067654;-0.113889;-0
1584542932167939;-0.0871014;-0.014994
1584542932269889;-0.0703125;-0.290888
1584542932367682;-0.0689063;-0
1584542932467890;-0.0734426;-0
1584542932567630;-0.0536719;-0.104958
1584542932668291;-0.0398438;-0.0989571
1584542932769855;-0.0510937;-0
1584542932867646;-0.0423047;-0
1584542932967485;-0.0276563;-0
1584542933067674;0;-0.0599762
1584542933167631;0.0218004;-0
1584542933269606;0.0419531;-0
1584542933367577;0.0407719;-0
1584542933467397;0.0407456;0.0120023
1584542933567486;0.100785;0.290888
1584542933668186;0.122898;0.290888
1584542933769426;0.132157;-0
1584542933867690;0.128864;-0
1584542933968358;0.114259;0.290888
1584542934067248;0.101675;0.290888
1584542934167357;0.0987196;0.257917
1584542934269825;0.146396;-0
1584542934368068;0.145441;0.272911
1584542934467313;0.125959;0.290888
1584542934567479;0.107153;0.290888
1584542934668053;0.0970819;-0
1584542934769194;0.0663339;-0
1584542934867295;0;0.188939
1584542934967105;0.0581596;0.290888
1584542935067119;0.055051;-0
1584542935167288;0;-0
1584542935269033;0.0416497;0.0150029
1584542935367174;0.00714844;0.125962
1584542935467399;0.0028125;0.137956
1584542935567148;0.005625;0.137956
1584542935667609;-0.00527344;0.134955
1584542935769142;0.00503789;0.143957
1584542935866931;0.016875;0.0659773
1584542935967125;-0.0106641;-0
1584542936067183;-0.0376172;-0
1584542936166853;-0.00527344;-0
1584542936269004;-0.00175781;0.0749791
1584542936367017;-0.00973125;0.122962
1584542936466799;-0.00556078;-0
1584542936569407;-0.00398151;-0
1584542936667626;-0.00383586;-0
1584542936768923;-0.00379217;-0
1584542936867107;0.0225;-0
1584542936967028;0.0225;-0
1584542937066820;0.00802148;-0
1584542937166699;0.0226172;-0
1584542937269144;0.0223828;-0
1584542937369860;0.0223828;-0
1584542937469392;0.0223828;-0
1584542937566871;0.0223828;-0
1584542937667397;0.0223828;-0
1584542937768623;0.0223828;-0
1584542937867095;0.0223828;-0
1584542937966909;0.0223828;-0
1584542938066752;0.0227344;-0
1584542938166651;0.0230859;-0
1584542938272357;0.0227344;-0
1584542938369411;0.0229688;-0
1584542938469019;0.0229688;-0
1584542938569185;0.0227344;-0
1584542938667128;0.0229688;-0
1584542938768775;0.0229688;-0
1584542938866604;0.0229688;-0
1584542938966611;0.0229688;-0
1584542939066814;0.0229688;-0
1584542939166421;0.0229688;-0
